episode;date;teaser
498;19-12-2017;Leon maakt voor het BB-kerstmenu het voorgerecht: tartaar van bijvangst en oestermayonais. En het eeuwenoude Sleeswijckhuys in Workum.
499;20-12-2017;Alain maakt voor het BB-kerstmenu als hoofdgerecht gelakte kip en met kerstverlichting is Ampie's berg in zijn tuin spectaculair te noemen.
500;21-12-2017;Een boerderij in IJsselstein, de bijgerechten van Nadia voor het BB-kerstmenu en een propvolle kerst-achtertuin.
501;22-12-2017;Het superfeestelijke dessert van Ramon voor het BB-kerstmenu en een volledig in kerstsfeer versierde stadsboerderij in Kampen.
502;23-12-2017;Sharon maakt heerlijke amuses, het eeuwenoude Sleeswijckhuys in Workum, Alain maakt een lekker hoofdgerecht: gelakte kip en je eigen kerstboom kappen met de boswachter.
503;25-12-2017;In Bergeijk wonen Eddy en Marion in een voormalige stal en Camilla en Marieke gaan samen naar Vlieland om elkaar wat te leren.
504;26-12-2017;Een historische pand in kerstsfeer, Ramon kookt feestelijk met kerst-leftovers en een kudde Schotse Hooglanders in het Groningse Opende.
505;27-12-2017;Alain proeft en kookt met vegetarische worst van oesterzamvoetjes en interieurstylist Debby helpt bij het herinrichten van een woonkamer.
506;28-12-2017;Een voormalige kleermakerspand vol kleur en vintage, de fantastische dijktuin van Frans en Karen en Nadia proeft traditionele kniepertjes.
507;29-12-2017;Een statige villa in Nijkerk vol authentieke jugendstil-elementen, Leon en Lendl ontmoeten likeurmaker Leon die stookt met restfruit.
508;30-12-2017;Een statige villa in Nijkerk vol authentieke jugendstil-elementen, Camilla en Marieke gaan samen naar Vlieland om elkaar wat te leren en Nadia proeft traditionele kniepertjes.
509;2-1-2018;Een boterfabriek uit 1910 is nu een superhuis, Surinaamse cassavetaart -bojo- van Sharon en Marieke ziet hoe dode dieren de levende helpen.
510;3-1-2018;Een huurwoning hartje Amsterdam is vintage-heaven, Alain ontmoet gepassioneerde salsamaker Let, en de opruimvarkentjes van Valthermond.
511;4-1-2018;Een ecokangoeroewoning op Goeree, Ramon maakt gegrilde biefstuk, Turks brood en salade en Martin knapt een vogelvriendelijke tuin op.
512;5-1-2018;Een uitgeleefde jaren 60-woning is nu tot stilistische villa, een pinetum vol coniferen en Leon ontmoet in Zeeland azijnmaker Mari-Anne.
513;8-1-2018;Adriëtte is trots op haar gedecoreerde herenhuis in Gilze, Sharon maakt vegachampignonburgers en Wim en Hannie tuinieren op een landgoed in Maarheeze.
514;9-1-2018;Interieurstylist Eva zorgt in Nijkerk voor een kinderhoek in de woonkamer, Ramon maakt een broodje döner en in Almere creëert Mike een jungle met opvangdieren.
515;10-1-2018;Alain proeft in Uithoorn echte Mexicaanse maistortillas van Kelly en boswachter Marieke speurt naar vossen bij de Oostvaardersplassen.
516;11-1-2018;In Enschede leeft Natasja haar creativiteit uit op haar interieur en de grootste cactuscollectie van ons land vind je midden in het Amsterdamse zakencentrum, in de botanische tuin.
517;12-1-2018;Een Rotterdams schoolgebouw is nu het thuis van Jenny en Dominique en Alain ontmoet vader Jan en dochter Tineke die een passie delen voor de bijzondere smaken van bier.
518;13-1-2018;Een voormalige likeurstokerij is nu een heerlijk loft, Ramon maakt goulashsoep en saucijzenbroodjes, Marieke ziet hoe dode dieren de levende helpen en wonen in een oud locomotiefstation in Groenlo.
519;15-1-2018;Helma woont in een voormalige garage, Ramon maakt romige kip, een preischotel met als toetje churros en Camilla spot vogels op Texel.
520;16-1-2018;Wonen op een voormalige zolder hartje Amsterdam, Sharon maakt een auberginecurry en Martin fleurt een saaie tuin op in Veenendaal.
521;17-1-2018;Janna woont in haar kunstwalhalla in Aalsmeer en Alain ontmoet een echtpaar met een passie voor de kroket. Ze maken ze in wel vijftig smaken.
522;18-1-2018;Esther en Kees verbouwen een voormalig pakhuis tot hun paleis, Sharon maakt ayaka, ofwel gevulde bananenbladeren en een bijzondere kloostertuin in Sint Agatha.
523;19-1-2018;Een statig pand vol Oranjegeschiedenis en Leon bezoekt een boerderij in Culemborg, waar op een duurzame manier groenten worden geteeld.
524;20-1-2018;Interieurstylist Debby helpt bij het inrichten van een woonkamer, cassavetaart van Sharon, vintage-heaven in Amsterdam, een kudde Schotse Hooglanders in Groningen en Alain kookt met oesterzwamvoetjes.
525;22-1-2018;Wonen in een voormalig Sneeks tolhuis, Sharon maakt een snelle ovenschotel met pasta en zeevruchten en de allereerste winterse lammetjes.
526;23-1-2018;Nadia ontmoet Jochem en Yousef die alles weten van dadels, boswachter Marieke verkent Bargerveen per rolstoel en een huis vol verzamelingen.
527;24-1-2018;Alain kookt met de kaas van de melk van Jersey koeien van de Gelders familie Van de Voort en stylist Debby maakt een woonkamer gezellig.
528;25-1-2018;Een ecohuis van strobalen, Ramon maakt bua bao-broodjes met heerlijke vulling en een arboretum in Vlagtwedde maakt de verschraling goed.
529;26-1-2018;Camilla trapt de tuinvogeltelling af met Mr Pieter van Vollenhoven, een voormalig verblijf van een Zweedse koning, Leon kookt met knolselderij.
530;27-1-2018;Voormalige garage en boterfabriek als woonhuis. Ramon maakt Turks broodje. Leon bezoekt azijnatelier. En Pinetum Ter Borgh met 400 coniferen.
531;29-1-2018;Marieke zoekt sporen in de sneeuw, binnenkijken in een loft zónder deuren en Ramon maakt biefstukreepjes met veel groenten.
532;30-1-2018;Een mooi ingericht huurhuis in Beverwijk, Sharon maakt heerlijk gekruide kipgehaktballetjes en het aanhankelijke vee van ecoboer Jeroen.
533;31-1-2018;Rob en Carol wonen in een duurzame boerderij in Hindeloopen en hovenier Martin Stuger pakt het jaren 70-grindtegelprobleem van Burnie in Almere aan.
534;1-2-2018;De bijzondere bomen bij begraafplaats de Nieuwe Ooster en Ramon laat zien hoe je zelf bananensoezen maakt.
535;2-2-2018;Een statig grachtenpand in Amsterdam met waanzinnig interieur en Léon Mazairac is in een piepkleine 'moonshine'-destilleerderij op Ameland.
536;3-2-2018;Koninklijke woning en voormalig tolhuis * Sharon maakt zeevruchtenovenschotel * Nadia leert alles over dadels * Marieke is op zoek naar vossen.
537;5-2-2018;Een kleurrijke Haagse benedenwoning, in Sharons maaltijd zit tarly en veel groenten en de gigantische geboortegolf van lammetjes in Zwolle.
538;6-2-2018;Een woning op palen in Zaandam, Ramon's viscurry met makreel krijgt een oosters tintje en boswachter Marieke bekijkt zieke elzen in Almere.
539;7-2-2018;Alain ontmoet koffiebrander Arjan in zijn stadsbranderij in Eindhoven en de zussen Rauwerda zijn maar wat druk met hun IJslandpaarden.
540;8-2-2018;Een totaal verbouwde kavelboerderij in Sleen en Nadia ontdekt met toppatissier Hidde de Brabander bijzondere nougat-smaakcombinaties.
541;9-2-2018;Een vervallen schaapskooi in Aalden is nu een duurzaam huis en Alain ontmoet sommelier Marije Passos, die alles weet van...olijfolie!
542;10-2-2018;Haagse benedenwoning en jaren 30-woning, Ramon maakt kleurrijk gerecht, Leon kookt met knolselderij en Marieke zoekt sporen in de sneeuw.
543;12-2-2018;Yvonne woont in haar oude kleuterschool, Sharon maakt alvast liefdevolle stamppot voor Valentijnsdag en het familielandgoed Den Treek.
544;13-2-2018;Ramon maakt risotto carbonara en tiramisu, tuinliefhebber Ria leidt je rond door haar tuin in Zeeland en een Dynasty-interieur op driehoog.
545;14-2-2018;Martin helpt Matthias en Esther met de tuin voor hun eerste zomer als ouders. Alain kijkt hoe de drank Kombucha gemaakt wordt.
546;15-2-2018;Sharon maakt Indische maiskoekjes, Henk en Karen wonen levensloopbestendig en duurzaam, en Marieke zoekt Witte Wieven in de Borkeld.
547;16-2-2018;Een creatieve inrichting met bijzondere behangetjes in Egmond & chef-kok Léon vist op Ameland naar oesters, mosselen en kokkels.
548;17-2-2018;Een koninklijk Haags pand, kipgehaktballetjes van Sharon, Léon bij destilleerderij op Ameland en een bijzondere kloostertuin in Sint Agatha.
549;19-2-2018;Een creatief ingericht Vinex-huis, Sharon maakt een Surinaams rijstgerecht: Moksi Alesi, Wim en Ada runnen een echt biologisch familiebedrijf.
550;20-2-2018;Camilla ontdekt de natuur op Tiengemeten (Zuid-Holland), een oosters interieur in Amsterdam en Ramon maakt verleidelijke chocoladegebakjes.
551;21-2-2018;Alain proeft producten van ganzenvlees, Huub kent als beheerder elke boom in Arboretum Poort-Bulten en in Limmen staat een ecohuis, dat als bouwpakket in elkaar is gezet.
552;22-2-2018;Een bijzonder paardenrusthuis in Soest en Nadia smult van pickles, de ingemaakte groenten van Simone.
553;23-2-2018;Een geheel verbouwde woonboerderij uit 1770 in Kollum en tuinder Eef laat Alain kennismaken met verrassende nieuwe groenten en kruiden.
554;24-2-2018;Een huis met bijzondere behangetjes. Ramon maakt risotto en tiramisu. Nadia bakt nougatmuffins en Marieke bezoekt natuurgebied De Borkeld.
555;26-2-2018;Wonen in een replica van een oud Zaans huis, Ramon maakt knolselderijsoep met een salade van serranoham en Marieke spot de rode eekhoorn.
556;27-2-2018;Een duurzaam huis aan het water, Sharon maakt heerlijke doperwtjesmuntsoep en tuinexpert Martin neemt een tuin in Ede onder handen.
557;28-2-2018;Huub en Margariet verbouwen een 16de eeuws rijksmonument aan de Maas, en Ramon maakt de klassieker cassoulet en een tarte tatin van peren.
558;1-3-2018;Een klein herenhuis met veel grandeur, Alain bezoekt bokkenhouder Lydia en 'bomenconsulent' Hans zet zich in voor meer bomen in de stad.
559;2-3-2018;Een voormalig knechtenhuis is nu een paleisje, en Leon en Lendl bezoeken een distilleerderij waar drie vrouwen bijzondere likeurs maken.
560;3-3-2018;Industriële boerderij in Kollum, paardenrusthuis in Soest, Ramon maakt chocoladegebakjes en Leon vist kokkels en oesters op Ameland.
561;5-3-2018;Rini woont in een historisch schooltje, Alain bezoekt een groentewalhalla in de 'vleesloze week' en boswachter Marieke wandelt om Den Bosch.
562;6-3-2018;Matthias en zijn prachtige biologische boerderij, een ruime woonboot met Scandinavische inrichting en Sharon maakt tofu met paddenstoelen.
563;7-3-2018;Ramon maakt een pittige bonenschotel, een kwekerij met winterbloeiers en een huis voor 50.000 euro in de vorm van een vogelhuisje.
564;8-3-2018;Interieurstylist Theo-Bert Pot maakt een sfeervolle werkkamer voor twee beroepen en Nadia Zerouali is in Zwolle voor bijzondere kloosterkaas.
565;9-3-2018;René en Marja kweken allerlei paddenstoelen, Alain kookt met hun favoriet: portobello. En een villa in Assen met internationale herinneringen.
566;10-3-2018;Een bezoek aan een monumentaal huis aan de Maas en Landgoed Den Treek. Ramon maakt cassoulet en tarte tatin en Alain kookt met bokkenvlees.
567;12-3-2018;Joost en Wipkje wonen in een creatief retrohuis in Driebergen, Ramon maakt wijting in tomatensaus en het Nationaal Park Zuid-Kennemerland.
568;13-3-2018;Sharon kookt met veel groenten en quinoa, Martin knapt het balkon van Wieke op en Wil en Jolanda wonen in een oude molen in Bleskensgraaf.
569;14-3-2018;Bertus en Johan wonen in een oude stal tussen opvallende vintage en Alain Caron kookt Arabisch met oude Masterchef-bekende Siham Forkhani.
570;15-3-2018;Nieteke regelt sneeuwklokjes-tours op Texel, Sharon maakt pasta Alfredo met krokant gebakken kip en een nieuwe ecoboerderij in Wenum Wiesel.
571;16-3-2018;Leon Mazairac proeft duurzame jenever van oud brood en twee ontwerpers verbouwen een oude garage in Amsterdam tot fijn woonhuis.
572;17-3-2018;Replica van Zaans huisje, een woonboot en een biologische boerderij, Sharon maakt doperwtensoep en Leon en Lendl bezoeken distilleerderij.
573;19-3-2018;Helma en Ton wonen in een houten blokhuis in het bos, Sharon maakt fried rice met pikant varkensvlees en het IJssellandschap rond Deventer.
574;20-3-2018;Interieurstylist Debby neemt een jongenskamer onder handen en Alain Caron gaat met Koen het Alkmaardermeer op om op snoekbaars te vissen.
575;21-3-2018;Op deze Arabische Moederdag kookt Nadia met de Syrische Mahmoud een gerecht van zijn moeder. En een verbouwd pakhuis is nu een fijn woonhuis.
576;22-3-2018;Camilla bezoekt de natuur van Schouwen-Duiveland, Ramon maakt een Indische maaltijd en een apart jaren 70-huis in Grave.
577;23-3-2018;Alain Caron leert van Willem de technieken van het oerkoken en een heerlijk familiehuis aan de Amsterdamse grachten.
578;24-3-2018;Een voormalig knechtenhuis in Limburg, Ramon maakt wijting, Alain kookt met portobello's en Marieke bezoekt Park Zuid-Kennemerland.
579;26-3-2018;Ramon maakt snelle zalm-spinazie-lasagne, Marieke verkent 't grootste bos van Zeeland en een kleurrijke woonboerderij uit 1932 in Overijssel.
580;27-3-2018;Voor de feestdagen maakt Sharon Canadees appelgebak, tuinspecialist Martin bouwt een dubbele pergola en duurzaam huis waar muziek in zit.
581;28-3-2018;Ramon maakt zelf een paasbrood, maar óók de boter die daarop gaat en een vervallen havencafé is nu het droomhuis van Helma.
582;29-3-2018;Marike woont in de oude gereformeerde kerk in Achlum, eieren zoeken kan ook op het strand en Alain kookt met biologische granen.
583;31-3-2018;Opknapbeurt voor werkkamer, een molen in Bleskensgraaf, Sharon maakt appelgebak, Alain gaat oerkoken en Camilla is op zoek naar de patrijs.
584;2-4-2018;In Rotstergaast gebruiken kippen de kippenmobiel, een bijzonder huis in brocante stijl, en Sharon's snelle soep met mie en een eiersalade.
585;3-4-2018;"Een jaren 20 huis met industriële inrichting, Ramon maakt Char Siu, geroosterd varkensvlees; Camilla is in Park Frankendael in Amsterdam."
586;4-4-2018;Stylist Debby geeft een woonkamer weer sfeer en Leon proeft bij tweesterrenchef Edwin Vinke hele bijzondere Zeeuwse producten.
587;5-4-2018;Ramon maakt een snelle maaltijdsalade, Camilla zoekt ransuilen in hun roestplaats in Soest en de kleurrijke metamorfose van een woonkamer!
588;6-4-2018;Een gerenoveerde boerderij in 's Gravenmoer. En in Kallenkote hebben Marlisa en Diederik een Indonesische park.
589;7-4-2018;Een kleurrijke woonboerderij, Ramon maakt snelle lasagne, Alain kookt met Arabische en westerse ingrediënten en eieren zoeken op het strand.
590;10-4-2018;Baltsende vogels bij het Lauwersmeer, een jaren 20-huis met industriële look en een klassieker met Sharon-twist: piepers, witlof en gehaktbal.
591;11-4-2018;Alain is in Aarle-Rixtel voor Marchiagiana koeien, in Warfhuizen wonen Rianne en Johan in een oud postkantoor.
592;12-4-2018;De mooiste bos tulpen pluk je zelf bij Hanneke en een karakteristiek jaren 30-huis in Groot-Ammers.
593;13-4-2018;Leon ziet hoe Remco zelfs snijafval gebruikt in zijn Rotterdamse restaurant en oud-postkantoor in Warfhuizen is nu een heerlijk familiehuis.
594;14-4-2018;Een omgebouwde kerk en een boshuis, Ramon maakt carpaccio, Leon kookt met Zeeuwse producten en Camilla is in het Amsterdamse Frankendael.
595;16-4-2018;Een supercreatieve inrichting in Giesbeek, Sharon maakt Russische salade en coquilles en George fotografeert elk jaar de mooiste bloesems.
596;17-4-2018;In de lente komt de adder tevoorschijn, Alain kookt met hopscheuten en wonen in een kleurrijk transformatorhuis uit de jaren 50.
597;18-4-2018;Ramon maakt de klassieker quiche lorraine, een houten villa in Haps en de bloembollen ontploffen in de Theetuin in Weesp.
598;19-4-2018;Sasker Scheerder leert culinair schrijver Nadia Zerouali hoe je tempeh kan maken van bonen en een prachtige woonboerderij in Sprang-Capelle.
599;20-4-2018;Interieurstylist Theo-Bert helpt Janneke met haar hoge voorkamer en Alain ziet hoe in Zuid-Holland sojasaus van eigen bodem wordt gemaakt.
600;21-4-2018;Een bloesemfotograaf, een industriële woning en een Saksische boerderij, Sharon maakt bamisoep met kip en Alain kookt Italiaans.
601;23-4-2018;In Breda zijn Margot en Ruud creatief met hun interieur, Ramon maakt een snelle vismaaltijd en Camilla spot aalscholvers op het Naardermeer.
602;24-4-2018;Een Scandinavische barn in Lent, Sharon kookt betaalbaar met kippendijen en bulgur en in Zeist runnen Vera en Harrie een ezelsociëteit.
603;25-4-2018;Marcel en Dirk-Jan hebben wat met hoeden en dat is te zien in hun Amsterdamse huis en Alain ontdekt Deventer koek als culinair ingrediënt.
604;26-4-2018;In Eibergen is Elly blij met haar kleurrijke interieur, Ramon bakt een appel Victoriataartje en Martin knapt een tuin op in het bosrijke Maarn.
